type,siteid,resourceid
Archaeological Site,LI00024,493f447d-25cb-4c57-965b-1c7ee99dbffe
Archaeological Site,LI00025,857d6d36-e727-4f8e-ae4a-170010c0302a
Archaeological Site,LI00026,742c1ae8-6eeb-419f-9c05-2a3529344879
Archaeological Site,LI00027,3238a5ff-d8be-4967-99b2-59c9aad01213
Archaeological Site,LI00028,2f31cc78-608c-405e-9626-18c822d7a774
Archaeological Site,LI00029,cc5ddc6c-5d63-41d8-9f31-31229a31aca7
Archaeological Site,LI00030,2eb2eb5b-b7cb-4076-805f-de6736526280
Archaeological Site,LI00031,6990be43-b920-490a-ac1f-f1229c488eaa
Archaeological Site,LI00033,284b94b6-e575-4dd2-ae39-7db0f9543470
Archaeological Site,LI00034,722619d2-de5c-46dd-8b15-7d4f369c96b1
Archaeological Site,LI00045,66872763-89e1-47f6-869d-6e00d9e58182
Archaeological Site,LI00046,3473acc2-8095-4839-86ee-797f8d7ce6ce
Archaeological Site,LI00049,17bb70c6-2f70-43bf-afdf-d1e0fc69148c
Archaeological Site,LI00050,1f2625ea-1e26-418e-a9e5-4e7b0b811967
Archaeological Site,LI00052,70b76010-d81a-4223-98cd-17ec68575460
Archaeological Site,LI00053,5b177655-6c43-4ef1-bb68-c35eab593a74
Archaeological Site,LI00054,97f66e43-20a2-4a8a-bc46-51aeb93dc68f
Archaeological Site,LI00062,1e638e61-4d60-4c4b-b675-105762134289
Archaeological Site,LI00073,a402d409-e04d-445f-8f4a-0f942aa31682
Archaeological Site,LL00032,47bc944f-e11d-4f89-8259-f347c326be19
Archaeological Site,LL02546,cbaa2517-dc60-44dc-ada5-16d45583758d
Archaeological Site,LL02548,6a6b86df-8b5f-46bb-8aeb-bd54ecc223a9
Archaeological Site,LV00112,7628775f-4025-45cf-9efd-e68150f4a99a
Archaeological Site,LV00113,23a61cc7-5743-4022-8156-a458549f1e43
Archaeological Site,LV00522,ecf7b6e6-a6d1-4d96-bfd8-84b6bd7fd867
Archaeological Site,LV00524,07b8f514-e05c-47a2-883c-8b062cec1573
Archaeological Site,LV00817,e9c9da39-2ed9-4883-bd43-169a60eef6d3
Archaeological Site,LV00818,5d689de2-5858-4e57-98e8-1f040045cd0f
Archaeological Site,LV00820,c6d80148-82ce-495c-aae5-73335aa729bb
Archaeological Site,LV00821,42e353e3-22e7-44d8-b988-7f70f092b1f8
Archaeological Site,LV00824,129355de-6986-40d4-a97a-1613d1dd2569
Archaeological Site,LV00825,3547bc66-844e-47d3-887b-d9b28f586da6
Archaeological Site,LV00828,d344d573-194e-4de3-8055-7ea55339ed4e
Archaeological Site,LV00829,437ce5c9-ebd9-4238-9d39-c806209ce7a8
Archaeological Site,MA00810,0578e4bc-d996-4c36-9736-6be63fbb08f8
Archaeological Site,LI00137,b4bc61d5-f23a-4b4e-8735-a457ef450519
Archaeological Site,LI00158,b7fb13ee-824d-4a9c-934a-872cd5e58d96
Archaeological Site,LI00159,62476719-b490-449d-a4f2-b5a980b302ed
Archaeological Site,LI00160,3c062c8c-6757-4ee0-ac13-60c20bbc2243
Archaeological Site,LI00202,c51fc1ad-0bfa-4cd0-a669-ca45926dd23f
Archaeological Site,LI00380,d437b725-8660-4094-8c8c-ec28ad9c6c37
Archaeological Site,LI00381,b35a0239-8221-4a8a-a79d-50c700733f40
Archaeological Site,LI00382,437856c8-f507-42a1-81f2-25b8e7802d3c
Archaeological Site,LI00383,df3aa58e-aa98-467b-81b6-00354fac7a92
Archaeological Site,LI00384,ab6fb738-751b-4642-b727-b748201b112c
Archaeological Site,LI00390,0927cbae-87ae-4d88-910d-c91d4d215140
Archaeological Site,LI00391,7b436b8a-611e-43a5-a6b0-73a4a8637bc9
Archaeological Site,LI00537,593d7d42-90c2-4c36-a49c-c6531723ccb6
Archaeological Site,LI00551,b67efe37-2808-4061-b225-f47240bde0e5
Archaeological Site,LI00562,365d655a-f6be-4a0f-b987-5bd4b0e2cf2a
Archaeological Site,LI00563,188632ed-59a2-4283-81d8-12eb4c082075
Archaeological Site,LI00564,12eb50f5-d5b0-463b-8fb2-111118ce12fa
Archaeological Site,LL00002,9229130a-886a-4ef4-bfa4-552414e88bd8
Archaeological Site,LL00003,74f2929f-bcef-4199-a9dc-a01f65f9282d
Archaeological Site,LL00009,e2137ab4-325d-4264-9619-de2eef51085f
Archaeological Site,LL00030,15ad060a-f901-4808-9e9d-41cf4054d9d9
Archaeological Site,LL00086,1003911b-918a-4a9e-91ac-f2ec7ce1967a
Archaeological Site,LL00087,c34426db-46ae-4110-8d03-da9933cf82b0
Archaeological Site,LL00088,c600b45b-cb89-4c01-9702-63a0c71d653b
Archaeological Site,LL00089,28c1a3bb-a686-4c70-9a29-31a3c82ca2ae
Archaeological Site,LL00090,0c3690f2-da1e-4e63-a2cb-ef028ebb897f
Archaeological Site,LL00091,018a58d9-f4da-43f0-81d1-532a835046f3
Archaeological Site,LL00700A,888484c2-cdb5-4699-966f-39b4ecfbe46a
Archaeological Site,LL00701,bb827592-0f48-4861-ba42-a09e5e79689f
Archaeological Site,LL00702,f343ae5a-35ac-4b36-a7ac-e46a81b4664f
Archaeological Site,LL00703,50ef4c2f-f8a8-4f95-9fd8-e9842924d7a2
Archaeological Site,LL00704,36b5c0ee-eb71-4db4-9d81-e064dd0a0e23
Archaeological Site,LL00724,8faf4171-06f2-4575-8f38-3b851a841b80
Archaeological Site,LL00726,a0cce371-93d0-4a28-8b11-1fcf4fc98fba
Archaeological Site,LL00727,3bf7369a-ce9a-4bc1-8d95-6d0180ea46e8
Archaeological Site,LL00728,a6c2920d-d1aa-443e-aa08-ae789055a549
Archaeological Site,LL00733,96f48cfb-06bc-4971-818c-b000453ad57a
Archaeological Site,LL00734,1a09199a-571f-4731-9f92-db1308bb133d
Archaeological Site,LL00773,1f261caf-9618-4e76-9022-0e0957641320
Archaeological Site,LL00774,dfcc8e76-e3d4-42f8-acfb-d5b88fcfb65d
Archaeological Site,LL00776,4380b8e6-b773-4a69-b6c2-b4d12db1b336
Archaeological Site,LL01412,e0ac5494-43b2-4718-9908-42a15e180bee
Archaeological Site,LL01413,70e774cd-1532-4e5d-a9ce-404445e9e3c7
Archaeological Site,LL01494,ef9dc0e0-3164-4065-aab5-d17e443bc04f
Archaeological Site,LL01606,aaa2a48d-3e81-427a-956b-5122cd42e0fa
Archaeological Site,LL01788,ba7d263f-c2e3-413a-b46a-4e77e87ead50
Archaeological Site,LL01845,64037eab-1cd5-4672-b511-5b6f9b80bbc6
Archaeological Site,LL01912,75f2c2d7-db1a-48e5-b760-6b92816e078d
Archaeological Site,LL01913,d82b5b43-86c2-42d1-9964-36c8913f2649
Archaeological Site,LL01922,d3f62912-a135-4574-a78c-f99977e76842
Archaeological Site,LL01923,3f6c8be4-5030-4393-a14a-13ad00b50411
Archaeological Site,LL01924,d33a14a8-b580-4f89-a680-2f255f089d1e
Archaeological Site,LL01946,171f3a6b-b7a2-4a5c-8675-0d9ba44e354d
Archaeological Site,LL01947,1b9d6579-49c8-4af4-b2f2-15c7a8a935dd
Archaeological Site,LL01986,aa77a41b-8423-45fa-9d67-59e695f3d973
Archaeological Site,LL02017,3b370edd-2120-4d14-8eb6-96b0ed786db5
Archaeological Site,LL02023,087d4f79-24ae-4a87-81a9-ee3b1849784b
Archaeological Site,LL02035,cc02aa23-2bd3-4e53-bc71-3dcbb020d738
Archaeological Site,LL02064,56f0e1f8-f78f-4c00-8961-90bc0b3c1023
Archaeological Site,LL02065,223152b9-a713-4d2c-98d4-dc65ced91f0c
Archaeological Site,LL02486,aad6a173-2eed-4401-b843-3e63207c5b1a
Archaeological Site,LL02487,6099b994-496d-483b-8eae-37a3377082d4
Archaeological Site,LL02488,3bb0a452-1479-4fae-a40c-99eefe1723c1
Archaeological Site,LL02489,a9551969-8216-4d09-9e24-705ff655a289
Archaeological Site,LL02490,022b44b3-35e0-42be-93ff-a7dd1834ce59
Archaeological Site,LL02491,cb19f935-6f43-4c8c-bc6e-c6203c3e98c3
Archaeological Site,LL02492,eaf46515-95b6-4925-9e35-e11bf34957fc
Archaeological Site,LL02493,6a1ccb0e-37f1-4943-b8de-8abfc120a8e4
Archaeological Site,LL02523,15633160-75c7-4753-8d07-50ccae9af00b
Archaeological Site,LL02524,d537eb23-c843-4a29-9c65-5b3cc479b979
Archaeological Site,LL02525,16eab968-3421-4723-9e9e-e7b820622f02
Archaeological Site,LL02526,95d3d4dd-71e7-4bf8-975c-a62b6b52262c
Archaeological Site,LL02527,d5e97bd8-bde9-491d-bdac-159f34f3db32
Archaeological Site,LL02533,fdd4fd8b-a439-4f93-a05f-1a0455277176
Archaeological Site,LL02534,25790047-6e3e-40f3-875b-cfc3f113d222
Archaeological Site,LL02535,d6d24db1-615b-48fd-879b-77bcead0406e
Archaeological Site,LL02536,a1ef39de-ee24-4a49-8df5-d50e1817d1b7
Archaeological Site,LL02537,a6b9fbdd-7548-4acb-ae43-b5097e7dd302
Archaeological Site,LL02538,b686e08f-a423-4bbc-aeda-88da5c9affa9
Archaeological Site,LL02539,362d3625-dbbb-45ba-8629-483a775f16c5
Archaeological Site,LL02541,786b1066-5d2c-4f6d-a9ec-cb13d22950a6
Archaeological Site,LL02544,85c10a13-daf7-4e55-9491-3b53e1145304
Archaeological Site,LL02545,5638651a-db0e-4f30-a879-974a5bdb86fc
Archaeological Site,LL02631,d713af6f-436f-46f9-b5f3-3e0c380e7b7a
Archaeological Site,LL02647,d58f4318-f20c-4a5c-a7df-d0318469268d
Archaeological Site,LV00032,ff7460bc-ce83-4998-adb0-149dedf0e520
Archaeological Site,LV00033,14f44eab-472b-4817-bc81-7e1be1c058df
Archaeological Site,LV00034,a26d4187-98fd-43c5-be33-933bab53090f
Archaeological Site,LV00035,ea3eb660-e07e-46d0-98ad-187ff7c05347
Archaeological Site,LV00037,d79acbf1-9288-4d97-b822-b9c4b119c2ee
Archaeological Site,LV00047,42cd3e89-4a92-4538-8e9e-8fa88c1eab23
Archaeological Site,LV00048,24d979d0-e96e-44de-87d4-8b5b9d1e16f3
Archaeological Site,LV00049,a426d4b8-121b-4d3f-81f7-80262d7b8b27
Archaeological Site,LV00050,12960037-88e6-46c0-b5c5-97990834d2cd
Archaeological Site,LV00052,412d86fa-2fa0-4e8f-a863-b52ef3bd3b96
Archaeological Site,LV00079,227da0d1-d6ed-41ae-9db3-d5be4aac7ffd
Archaeological Site,LV00085,e52cb824-7daf-4236-a136-59c31bce6cb9
Archaeological Site,LV00086,a744b447-91a2-4058-8a78-f55a381304a0
Archaeological Site,LV00089,bcbbf6dc-bcab-4b30-8318-199782474700
Archaeological Site,LV00091,bf28ab61-ddac-44b4-a56d-37d8e33e0d8a
Archaeological Site,LV00092,d2c22994-d33b-480f-bf94-87b73a5b65c4
Archaeological Site,LV00093,4590fce2-1264-40d8-b731-172decbff35e
Archaeological Site,LV00125,fd095c45-0298-401e-9e31-3f85c99cf09c
Archaeological Site,LV00133,64987110-7072-4eb7-b091-9c1addcd3699
Archaeological Site,LV00139,7697d19e-491b-48f8-a300-00084e406913
Archaeological Site,LV00274,c694c28d-47cf-4a64-9f7b-64658f3e897e
Archaeological Site,LV00286,30875dca-58aa-4315-bb4a-80f92cc098b8
Archaeological Site,LV00298,9f14a271-9f80-46ee-b638-a7d286a4ff7e
Archaeological Site,LV00299,c011dc1a-a962-4a1b-83a7-37a4984a210f
Archaeological Site,LV00300,ca05d572-3b31-45e8-b537-ca3d48fe58b1
Archaeological Site,LV00301,ab65219f-342e-499e-95df-408e4cf63f26
Archaeological Site,LV00302,05e57f79-dbaf-45c5-abba-cf4f25a015ad
Archaeological Site,LV00303,38f9c3ec-c6b2-4838-b9ef-8555a537a003
Archaeological Site,LV00304,7b64b646-22da-41d3-b226-3c3a6bab1704
Archaeological Site,LV00305,206af0b8-287a-4621-b6f8-4b02588d5503
Archaeological Site,LV00306,fa16ecfb-1ee3-4d3d-96f3-5a4649175cd1
Archaeological Site,LV00307,f9673bd0-2959-4226-9824-15caad5e20cf
Archaeological Site,LV00308,c50a666b-a0f5-446c-9bde-95ea81968922
Archaeological Site,LV00309,9df6e3eb-0303-4398-af88-d227f3879a09
Archaeological Site,LV00310,ee78e185-7141-40b9-9975-9ce80015327d
Archaeological Site,LV00311,709b9426-bdca-446c-9cdf-5f3c9f7eda2c
Archaeological Site,LV00312,cfd5c57d-de2d-426a-8331-2899bc503641
Archaeological Site,LV00313,8de7e492-ffe0-4612-adae-fbcbe3affea7
Archaeological Site,LV00314,8c494c43-7e5f-41ab-b1cf-df111a27fb77
Archaeological Site,LV00315,0afff4ea-4b77-40f4-b874-d1b69823fd31
Archaeological Site,LV00316,25aa78d7-724a-4b53-a3fe-0d74fc76f6e3
Archaeological Site,LV00317,64bb702b-4763-42cf-aa10-e4e5c905452e
Archaeological Site,LV00318,587650d4-99c7-429b-9756-5277a12a3c8b
Archaeological Site,LV00319,b8c7c4c4-a47d-4cd8-b581-339f360fffe8
Archaeological Site,LV00320,8ff7c7be-96e2-4b5a-bdd1-803bef3fd016
Archaeological Site,LV00323,5ceaaa01-872c-495a-80b0-99917ee30259
Archaeological Site,LV00324,12563acc-b54c-4b51-bdda-0f5c748364e7
Archaeological Site,LV00325,6d7211f2-a56d-4995-adb0-f099df8655aa
Archaeological Site,LV00435,e5cd2393-d700-4916-8905-35c9084b7c2d
Archaeological Site,LV00436,d287e44d-119c-4fd0-a220-1eb01ab29b72
Archaeological Site,LV00437,debd22d0-35e1-40e5-855b-150493b75124
Archaeological Site,LV00438,411ef7cf-f688-490f-9ea1-5aa4ce07ce01
Archaeological Site,LV00439,c340b5a0-7140-41c0-8d1f-542aaa6d191f
Archaeological Site,LV00440,49a8cd03-f4bc-4d3d-8e56-7b72b27adf7d
Archaeological Site,LV00441,d55db275-5547-43b1-8de9-ca0979921cd7
Archaeological Site,LV00442,d1fceee9-0cb1-4a83-a75f-7490ddcd60bf
Archaeological Site,LV00443,88b06289-963d-4386-8755-d50ba0063d60
Archaeological Site,LV00444,735ed489-65dd-43b2-b05c-8b4863c3d691
Archaeological Site,LV00445,272606d0-954e-4f7d-9071-dc84f2a220b6
Archaeological Site,LV00446,b32933f6-c3ad-47bf-8448-df830d60b174
Archaeological Site,LV00447,7d3a5b82-d7c4-44e4-8bf0-470de98c4978
Archaeological Site,LV00448,175e69ef-1ea9-400d-b1cf-872b0c05416e
Archaeological Site,LV00450,c17d7ef0-d80c-4005-a6f1-476dcf00be1f
Archaeological Site,LV00452,d39ad607-3cd6-4429-ad0d-510f7e93d8c0
Archaeological Site,LV00454,0c094af1-4c6b-46c9-ade9-659f5fde2c10
Archaeological Site,LV00455,110f2431-3af4-4905-9bc6-9c4c239c4a34
Archaeological Site,LV00456,8cedefef-cb61-4412-83ce-10919b2d370e
Archaeological Site,LV00457,d0d95ec7-dd5c-4725-94d5-4155899bb863
Archaeological Site,LV00458,5f82dcfc-8415-4ed9-9e33-5b1f5a3626d7
Archaeological Site,LV00460,084dfb1a-d766-4fe5-8f68-f4e3f1b65ddb
Archaeological Site,LV00461,aaaf1654-f5e4-4cdc-bcf6-eecc1c91607a
Archaeological Site,LV00463,e1b1d8da-4223-4a90-97d1-eff1b6b67eb3
Archaeological Site,LV00466,258a2ac1-0d05-4578-bfb7-3d503751f18f
Archaeological Site,LV00467,59389b1e-a44d-4107-bb09-d1f97f5505b7
Archaeological Site,LV00468,5deb6d99-ad0e-48f7-ad67-751b13643f32
Archaeological Site,LV00469,8be3faaa-8840-444f-9988-56fef0fb7083
Archaeological Site,LV00470,4e7b3919-be49-48cc-be96-66f2f1e7aec8
Archaeological Site,LV00471,22f4b359-34ff-450a-a00b-09f38f72a644
Archaeological Site,LV00472,38303b4d-5e6c-4fd7-9e04-e4bfa307b0b9
Archaeological Site,LV00473,7b42b796-3eae-4e76-84c1-7a1ce1649d0c
Archaeological Site,LV00474,670b5ce3-8cab-448c-9464-7620739c2b18
Archaeological Site,LV00475,1ad6d65f-c513-4c68-98b0-7390f56dd76c
Archaeological Site,LV00476,89ca427a-5b02-4a5e-a40e-1aa00d70ee4a
Archaeological Site,LV00505,a795bc68-f815-4cbe-b30f-4969c9e0a19f
Archaeological Site,LV00506,a739e0da-e446-470c-8e8f-b17dadfc4a80
Archaeological Site,LV00510,75439d8c-55e7-43b3-8865-63f36202c368
Archaeological Site,LV00511,3c8464b6-6f65-4c03-927c-2515b8740caa
Archaeological Site,LV00512,16f7e4b6-b62a-4575-b721-de41b2c4b700
Archaeological Site,LV00528,bf8c4555-0c52-4caa-a1be-8acc6d171f8c
Archaeological Site,LV00529,4fc10467-432f-4586-af58-f5e2eefbefa4
Archaeological Site,LV00532,2410243f-191c-4235-ab8f-23d2da149bc6
Archaeological Site,LV00533,7736c037-5398-4d89-bc51-c9cf002927a3
Archaeological Site,LV00534,8f462e4c-4d01-4bf8-880f-f5345059744b
Archaeological Site,LV00535,368e940e-56bc-480b-953d-0f2e4e91da93
Archaeological Site,LV00536,8ede1571-c1ec-4bc1-b88f-cc648b7597cd
Archaeological Site,LV00537,1b27da8a-c21c-4078-b234-9a580a12a52b
Archaeological Site,LV00538,f6c6b9c1-19d0-4185-93c3-905c5c213346
Archaeological Site,LV00540,635364af-98e9-4a0f-97e6-b5e79c633e94
Archaeological Site,LV00542,c00ee326-ada8-4ea3-ac81-a8ec34ed6480
Archaeological Site,LV00624,ed6da604-0cb9-4088-b521-064bff5a37cd
Archaeological Site,LV00626,39b0a8b6-b959-423e-a632-27c0e9740199
Archaeological Site,LV00753,a71082c7-1131-478a-973e-48851f2776ef
Archaeological Site,LV00754,f1a5b876-b2eb-4787-a973-84817b42ea91
Archaeological Site,LV00755,68a821c9-e18c-4453-92e9-0bdcc15e9943
Archaeological Site,LV00756,4431bea5-232b-4d5b-9ceb-ed26c655a2fb
Archaeological Site,LV00757,4c15b037-9422-4e24-8f63-d33a09ca6fee
Archaeological Site,LV00776,58b4abe6-32e4-4c3a-b1c8-2cc985748e82
Archaeological Site,LV00777,f1b203bd-bb48-4015-9f7b-14bf417a2530
Archaeological Site,LV00785,75213a60-7b6b-4acd-8571-9531776dd2bf
Archaeological Site,LV00812,a56c6ee2-6463-427d-abc6-990b2cf36a0b
Archaeological Site,LV00893,7693c967-3e0b-4fa0-b7b1-61d8a7eabb48
Archaeological Site,MA00001,171a9cd0-43f6-4eda-aa10-010c53b06cb6
Archaeological Site,MA00013,6145e4df-15e7-448b-baa6-85cfd4fae880
Archaeological Site,MA00014,92ad57ae-1abd-40fa-a290-cc79d6b414b4
Archaeological Site,MA00015,0a331c61-ea62-42a5-817d-50435df83274
Archaeological Site,MA00083A,8038e0f2-4832-4e99-9816-424ca94082bb
Archaeological Site,MA00083B,3b379503-540c-4a92-bb4f-99d75f676884
Archaeological Site,MA00083C,0a92caee-4edc-4795-8f4f-9f4123174286
Archaeological Site,MA00127,f4fa9608-9c8c-41d1-bcdb-1bce4ccbe13d
Archaeological Site,MA00147,f5273fe7-be2e-41f2-8b14-f274dd276d13
Archaeological Site,MA00148,7fdb8366-9b18-4ee2-8c72-9fce21410d64
Archaeological Site,MA00149,2e17e1a7-ff44-4b97-9844-89cf6fbc1a9a
Archaeological Site,MA00150,663e3863-3ec0-4c0d-a6d3-9f9eccb399c9
Archaeological Site,MA00151,e2bb4c7b-67e5-4eda-9ef2-9964842f25d6
Archaeological Site,MA00152,fbee9586-5728-4575-952c-ae07648358c4
Archaeological Site,MA00153,a1846d74-1f87-4f1f-8d57-e45e1c90fda1
Archaeological Site,MA00154,55ad87ec-0068-4c6e-b0b2-5048fdba4f28
Archaeological Site,MA00155,80a41e40-daba-4f2c-a255-46d20d8441fa
Archaeological Site,MA00156,5c4b596c-f598-4f30-b1aa-fc00ee99fb02
Archaeological Site,MA00157,520911ef-b062-413b-9286-23770deb1440
Archaeological Site,MA00158,c80501f9-9344-41d2-a157-797bbb74f588
Archaeological Site,MA00159,a6b5ac2d-13e7-4d74-aa73-7398b6c2b354
Archaeological Site,MA00161,122e32ab-01f1-4524-ba40-2def1f01ac57
Archaeological Site,MA00162,817c2124-08a1-4197-9c79-3966c4648f1e
Archaeological Site,MA00163,6d538c71-f252-42c4-8a52-f7bbd3236aaf
Archaeological Site,MA00164,3906b303-b996-41af-9b44-6e0c1f384d53
Archaeological Site,MA00165,308078cb-30f5-4903-8642-70401164e8ac
Archaeological Site,MA00166,779fcc6a-f7f4-496e-b50c-205c9a2f472e
Archaeological Site,MA00167,39e2edb9-0575-4447-90ee-23090c0fd1f7
Archaeological Site,MA00168,15153cad-bdb8-4f46-8256-3094d3583394
Archaeological Site,MA00172,2a465029-a480-4890-a970-15eead1f6378
Archaeological Site,MA00276,fa0b62ee-fbd0-4b85-a047-23debe7b4548
Archaeological Site,MA00277,314ca806-091f-4463-a3f2-3e3a706bc145
Archaeological Site,MA00278,64a83248-8907-4abb-834c-4988cf59088e
Archaeological Site,MA00279,1cc3d3ea-f6cf-4f14-9c5e-4d5c715befe2
Archaeological Site,MA00280,204a6ab8-fadf-47e8-ba06-0df329bc5f2b
Archaeological Site,MA00281,1c24759f-c285-4c58-9510-2b137ac04f24
Archaeological Site,MA00283,a79941b6-cb5b-4337-8fc3-c2ae169de1bc
Archaeological Site,MA00284,b17a533f-0d20-4102-8e8b-f9643090ffc7
Archaeological Site,MA00286,1b5e1795-6b71-4a48-bfb7-501ca39b2f7d
Archaeological Site,MA00287,ad93b62e-8ff0-4c75-b019-dd2c6e6bad6c
Archaeological Site,MA00288,b2b27866-ff8e-4767-8b79-aa16832f86af
Archaeological Site,MA00289,14d0a9d1-6535-44f1-a845-5fe1ea6fd24c
Archaeological Site,MA00290,2c6b37fb-de79-4b24-bf1c-20a5b552d75b
Archaeological Site,MA00291,b78a87ce-3565-426c-8e19-e5cdae9a84af
Archaeological Site,MA00292,7337bedb-9606-4a4d-b315-7aae06eadbaa
Archaeological Site,MA00293,3a3b050f-c2a7-437d-93f7-287367c7418c
Archaeological Site,MA00294,63437e84-0e69-4e09-9f5b-5dac1f3ea32e
Archaeological Site,MA00295,ca2423c3-24f0-4098-ab64-933b2dbf48d3
Archaeological Site,MA00296,ec99c9a0-b99f-443d-aec0-7ae10e432184
Archaeological Site,MA00297,08ec2be7-c4cf-476a-b847-d51914bceb8c
Archaeological Site,MA00298,74bfe16b-1d85-48c4-ac00-fdefa0ac1dfe
Archaeological Site,MA00299,1052852d-d295-4876-b22d-80d0da373f29
Archaeological Site,MA00300,0c6a1b94-ea83-4771-bbc1-e94ce432eabb
Archaeological Site,MA00301,af0756a4-9dda-41c9-b26f-63db7452b142
Archaeological Site,MA00302,6cc88a2c-2b16-4ce3-9bce-c06294a0af08
Archaeological Site,MA00817,5d5a47fa-74c8-4a70-89ed-142f9f7b56af
Archaeological Site,MA01259,f4ac988f-9332-47e6-b3ff-d89b0362192e
Archaeological Site,MA01260,65040e98-3345-4f87-8969-69c5066b45f0
Archaeological Site,MA01261,856083de-6a43-48a0-b5ce-4631baa16d1b
Archaeological Site,MA01262,ff8319ee-9e83-4695-ae38-71aaa148b7d5
Archaeological Site,MA01263,82551f68-58be-4cec-ba60-64a8ee1b766c
Archaeological Site,MA01264,ecd18bd3-aca9-494a-902b-aa98f3d380b8
Archaeological Site,MA01265,5595979d-3bd8-4501-9772-61ca1a27b868
Archaeological Site,MA01266,eccbac11-0351-4d27-bd00-42d45967a3cd
Archaeological Site,MA01267,870a6712-3531-4e50-9400-44cba5996c71
Archaeological Site,MA01268,0e6c3986-b2e2-467f-b122-e589f2ba03b5
Archaeological Site,MA01269,f2d5f507-c41a-4a71-b6eb-94e5491906eb
Archaeological Site,MA01270,c2dbbac1-b386-46db-a832-8a0a0d8694d8
Archaeological Site,MA01271,55036921-2585-4629-93aa-00f74e63796a
Archaeological Site,MA01272,e7e1e07d-e216-419b-8c76-8e9b9a2ccd46
Archaeological Site,MA01273,4f18fed9-a5d3-4f4f-ae54-b8830b3451c2
Archaeological Site,MA01274,0f9e3862-bb84-4926-a1f1-9f816d933c91
Archaeological Site,MA01275,1aa9de06-3e50-428e-9a04-e7a2ec3fc3bb
Archaeological Site,MA01276,9a750bb4-5beb-4841-84e4-f05c833c1cc3
Archaeological Site,MA01277,e06cb839-eb6b-4151-9627-b43ca91e2f6f
Archaeological Site,MR00057,33a6d2cb-ff00-4425-acc1-de33b0a3221a
Archaeological Site,MR00059,41425dcc-6858-48d4-ab19-360a5d5166c5
Archaeological Site,MR02223,f740d13e-d288-4dee-9e48-166e5f061976
Archaeological Site,MR00247,f78f5fba-1069-4d43-993d-1a6ba2565b64
Archaeological Site,MA01278,0c819cf2-1743-4db5-b8e2-857f2d8feee9
Archaeological Site,MA01279,f92ed95b-32a3-46e4-a58b-503cd82d850d
Archaeological Site,MA01280,a934cfec-de81-4cc2-8929-0ddb739cc242
Archaeological Site,MA01281,2946d064-1ad7-407a-ae78-33d8284ece07
Archaeological Site,MA01282,a26c2d3e-0953-4b83-b51e-e3c9a0f4286b
Archaeological Site,MA01283,158f9a0a-7bd0-4a04-b2d8-29d4e719fb58
Archaeological Site,MA01285,13c5f653-7628-4811-9e59-b77cd6f4fcc9
Archaeological Site,MA01286,79105423-1237-485c-91ff-a323e12a5aee
Archaeological Site,MA01287,5aa02161-3832-4e66-a7c6-dc75d1a13847
Archaeological Site,MA01466,ea7a8e64-8d28-4d37-9cb7-8865f9d27146
Archaeological Site,MA01467,9971e844-be33-4556-8a2c-30816940d197
Archaeological Site,MA01882,03fe8e33-4fa0-4a4e-90a6-18edafac8da8
Archaeological Site,MD00033,c171e394-e636-4bfb-8b70-2b7ce279f311
Archaeological Site,MD00058,2b9b613e-ba8d-4880-abf4-92f9e1976890
Archaeological Site,MD00236,6295d225-46ea-4815-b3f8-5550608a5acc
Archaeological Site,MD00279,e1afb134-9db1-4ee2-b024-e6438ddc41ee
Archaeological Site,MO00013,02d445ae-859c-4cb1-bbf2-761fcc4354d7
Archaeological Site,MO00014,70ab3053-c9b9-47d9-ae4b-4dab591924a7
Archaeological Site,MO00015,2e85b474-edb7-4629-8d5f-f5a6562efc27
Archaeological Site,MO00017,cb667a23-0ef9-431c-aa46-6e61ec009c3b
Archaeological Site,MO00019,eace9966-4298-4f8b-9caf-e361a08ae572
Archaeological Site,MO00104,11cf1238-55c0-4504-81d6-b8b9ec4acabc
Archaeological Site,MO00144,dda4bc61-b9bd-41f6-9d84-291857577231
Archaeological Site,MO01258,b7a1cc84-5cd2-4525-afa6-dca3f6d49c49
Archaeological Site,MO02050,887d639e-5238-4863-95c7-5317a29ebd93
Archaeological Site,MO02051,b1f2c3a2-8e9e-42ce-9d91-25c9148eae13
Archaeological Site,MO02052,5c33231c-057c-4a59-8147-c9b34e5126ae
Archaeological Site,MO02053,e024f61c-525a-42ed-8abe-0b251d0f59b3
Archaeological Site,MO02054,3a9ede95-bfd6-434f-b167-b751b8fc4183
Archaeological Site,MO02055,2d4ffeef-ab66-4174-8c2d-ed30da2ba214
Archaeological Site,MO02056,6ebea933-4d49-4555-b82c-6bc93859084d
Archaeological Site,MO02057,47ae203d-450c-4497-93fe-3e68277e11a0
Archaeological Site,MO00127,7ef918dd-4668-4c8d-bbbc-2d9fc02ecfe5
Archaeological Site,MO00128,3b7f2860-201c-4732-9814-6276ee7af2eb
Archaeological Site,MO01335,0908f740-f8b1-487a-9153-fcd02e7381b3
Archaeological Site,MO01336,9d06f254-727a-4a65-8749-f46c5712e89a
Archaeological Site,MO01338,adcf1371-da9e-4204-a334-9dbce7cbd66a
Archaeological Site,MO01341,b5acae06-e026-46eb-befa-68617f87a5e3
Archaeological Site,MO01342,41134194-e393-4a4c-9cb3-696e408770f3
Archaeological Site,MO01446,421f42f9-bbf0-45f7-bd88-70cc9c23b286
